product_title,original_url,raw_sku,proposed_id,category,page_path,image_count,valid_images,missing_images,image_completeness,has_title,has_description,has_dimensions,has_price,has_category,has_thumbnail,linked_from_home,selection_reason,keep_drop
related items,https://newel.com/product/american-contemporary-green-ceramic-sphere,REG9128,product-reg9128,sculpture.html,newel.com/product/american-contemporary-green-ceramic-sphere.html,60,56,1,complete,true,true,true,true,true,true,false,complete-local-images,keep
more works by Geoffrey Bradfield,https://newel.com/product/american-contemporary-suede-bench-with-side-arms-,NWL7691,product-nwl7691,furniture.html,newel.com/product/american-contemporary-suede-bench-with-side-arms-.html,65,56,1,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/american-mid-century-wild-asian-teak-tree-root-sculpture,DUA0035,product-dua0035,sculpture.html,newel.com/product/american-mid-century-wild-asian-teak-tree-root-sculpture.html,60,56,1,complete,true,true,true,true,true,true,false,complete-local-images,keep
more works by Kar,https://newel.com/product/contemporary-amorphous-fiberglass-armchair,NWL8701,product-nwl8701,furniture.html,newel.com/product/contemporary-amorphous-fiberglass-armchair.html,65,56,4,complete,true,true,true,true,true,true,false,complete-local-images,keep
more works by Kar,https://newel.com/product/contemporary-beige-fiberglass-tooth-stool,NWL8706,product-nwl8706,furniture.html,newel.com/product/contemporary-beige-fiberglass-tooth-stool.html,64,56,6,complete,true,true,true,true,true,true,false,complete-local-images,keep
more works by Kar,https://newel.com/product/contemporary-brown-fiberglass-low-stool,NWL8705,product-nwl8705,furniture.html,newel.com/product/contemporary-brown-fiberglass-low-stool.html,64,56,6,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/english-victorian-oxblood-tufted-chesterfield-sofa,064334,product-064334,furniture.html,newel.com/product/english-victorian-oxblood-tufted-chesterfield-sofa.html,60,56,1,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/french-louis-xv-giltwood-mirror-,REG5156,product-reg5156,mirrors.html,newel.com/product/french-louis-xv-giltwood-mirror-.html,60,56,3,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/papua-new-guinean-carved-wood-and-cowrie-shell-mask-figure,GRS6314,product-grs6314,sculpture.html,newel.com/product/papua-new-guinean-carved-wood-and-cowrie-shell-mask-figure.html,60,56,1,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/the-wait-bronze-brutalist-contemporary-figural-sculpture-by-newel-modern,MOD2083,product-mod2083,sculpture.html,newel.com/product/the-wait-bronze-brutalist-contemporary-figural-sculpture-by-newel-modern.html,60,56,1,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/american-contemporary-art-glass-tropical-fish,064102,product-064102,sculpture.html,newel.com/product/american-contemporary-art-glass-tropical-fish.html,60,55,1,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/american-windsor-hoop-back-armchair,028014,product-028014,furniture.html,newel.com/product/american-windsor-hoop-back-armchair.html,59,55,1,complete,true,true,true,true,true,true,false,complete-local-images,keep
more works by Kar,https://newel.com/product/contemporary-brownish-arch-bench,NWL8751,product-nwl8751,furniture.html,newel.com/product/contemporary-brownish-arch-bench.html,65,55,5,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/dutch-carved-wooden-eagle-figure,020801,product-020801,sculpture.html,newel.com/product/dutch-carved-wooden-eagle-figure.html,60,55,5,complete,true,true,true,true,true,true,false,complete-local-images,keep
Customizable French Art Deco Style Custom Wooden Upholstered Bench (Made to Order),https://newel.com/product/french-art-deco-wooden-upholstered-bench-1-mto,MTO062876,product-mto062876,furniture.html,newel.com/product/french-art-deco-wooden-upholstered-bench-1-mto.html,55,55,1,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/italian-renaissance-religious-scholar-figure,016160D,product-016160d,sculpture.html,newel.com/product/italian-renaissance-religious-scholar-figure.html,60,55,4,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/italian-renaissance-walnut-musician-figures,039400,product-039400,sculpture.html,newel.com/product/italian-renaissance-walnut-musician-figures.html,60,55,5,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/japanese-bronze-buddhist-turtle-and-crane-figurine,032115,product-032115,sculpture.html,newel.com/product/japanese-bronze-buddhist-turtle-and-crane-figurine.html,60,55,1,complete,true,true,true,true,true,true,false,complete-local-images,keep
more works by Knoll,https://newel.com/product/knoll-american-contemporary-barcelona-black-leather-sofa,064338,product-064338,furniture.html,newel.com/product/knoll-american-contemporary-barcelona-black-leather-sofa.html,66,55,2,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/renaissance-polychromed-winged-figures,034018A,product-034018a,sculpture.html,newel.com/product/renaissance-polychromed-winged-figures.html,60,55,5,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/scotsman-carousel-style-painted-kilt-figure,054113,product-054113,sculpture.html,newel.com/product/scotsman-carousel-style-painted-kilt-figure.html,60,55,2,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/sheraton-satinwood-cheval-mirror,040081A,product-040081a,mirrors.html,newel.com/product/sheraton-satinwood-cheval-mirror.html,60,55,1,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/the-preacher-bronze-brutalist-contemporary-figural-sculpture-by-newel-modern,MOD2087,product-mod2087,sculpture.html,newel.com/product/the-preacher-bronze-brutalist-contemporary-figural-sculpture-by-newel-modern.html,60,55,0,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/the-seer-bronze-brutalist-contemporary-figural-sculpture-by-newel-modern,MOD2082,product-mod2082,sculpture.html,newel.com/product/the-seer-bronze-brutalist-contemporary-figural-sculpture-by-newel-modern.html,60,55,0,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/vienesse-sessionist-movement-side-chairs,REG4850,product-reg4850,furniture.html,newel.com/product/vienesse-sessionist-movement-side-chairs.html,60,55,3,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/american-mid-century-yellow-fabric-upholstered-lounge-chairs,064288B,product-064288b,furniture.html,newel.com/product/american-mid-century-yellow-fabric-upholstered-lounge-chairs.html,84,53,28,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/american-mid-century-brown-channeled-leather-bench,063931,product-063931,furniture.html,newel.com/product/american-mid-century-brown-channeled-leather-bench.html,54,50,1,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/american-mid-century-yellow-fabric-upholstered-lounge-chairs-c,064288C,product-064288c,furniture.html,newel.com/product/american-mid-century-yellow-fabric-upholstered-lounge-chairs-c.html,54,50,1,complete,true,true,true,true,true,true,false,complete-local-images,keep
more works by Kar,https://newel.com/product/contemporary-beige-fiberglass-low-stool,NWL8704,product-nwl8704,furniture.html,newel.com/product/contemporary-beige-fiberglass-low-stool.html,58,50,6,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/egyptian-insect-figure-on-base,064097B,product-064097b,sculpture.html,newel.com/product/egyptian-insect-figure-on-base.html,53,50,1,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/grendel-bite-bronze-brutalist-contemporary-figural-sculpture-by-newel-modern,MOD2084,product-mod2084,sculpture.html,newel.com/product/grendel-bite-bronze-brutalist-contemporary-figural-sculpture-by-newel-modern.html,54,50,1,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/mallard-bronze-brutalist-contemporary-figural-sculpture-by-newel-modern,MOD2085,product-mod2085,sculpture.html,newel.com/product/mallard-bronze-brutalist-contemporary-figural-sculpture-by-newel-modern.html,54,50,1,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/MOD2108G,MOD2108G,product-mod2108g,funiture,newel.com/product/MOD2108G.html,54,50,1,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/african-tikar-bronze-stool-cameroon,NWL7974,product-nwl7974,furniture.html,newel.com/product/african-tikar-bronze-stool-cameroon.html,52,49,1,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/american-contemporary-circular-metal-sculpture,REG5615,product-reg5615,sculpture.html,newel.com/product/american-contemporary-circular-metal-sculpture.html,54,49,1,complete,true,true,true,true,true,true,false,complete-local-images,keep
more works by Curtis Jere,https://newel.com/product/american-mid-century-modern-onyx-and-brass-sculpture-of-a-globe-curtis-jere,REG4537,product-reg4537,sculpture.html,newel.com/product/american-mid-century-modern-onyx-and-brass-sculpture-of-a-globe-curtis-jere.html,60,49,2,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/contemporary-white-marble-sculpture-of-elephant,NWL6971,product-nwl6971,sculpture.html,newel.com/product/contemporary-white-marble-sculpture-of-elephant.html,54,49,1,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/english-regency-black-lacquered-chinoiserie-decorated-side-chair,028035,product-028035,furniture.html,newel.com/product/english-regency-black-lacquered-chinoiserie-decorated-side-chair.html,54,49,1,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/luna-bronze-brutalist-contemporary-figural-sculpture-by-newel-modern,MOD2086,product-mod2086,sculpture.html,newel.com/product/luna-bronze-brutalist-contemporary-figural-sculpture-by-newel-modern.html,54,49,0,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/mac-custom-upholstered-queen-headboard,064671,product-064671,funiture,newel.com/product/mac-custom-upholstered-queen-headboard.html,54,49,0,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/pair-of-contemporary-american-carved-wood-sphere-sculptures,REG4661,product-reg4661,sculpture.html,newel.com/product/pair-of-contemporary-american-carved-wood-sphere-sculptures.html,54,49,1,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/victorian-bamboo-triptych-cheval-mirror,037757A,product-037757a,mirrors.html,newel.com/product/victorian-bamboo-triptych-cheval-mirror.html,54,49,1,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/viennese-sucessionist-egyptian-revival-thebes-stools,NWL7571,product-nwl7571,furniture.html,newel.com/product/viennese-sucessionist-egyptian-revival-thebes-stools.html,53,49,1,complete,true,true,true,true,true,true,false,complete-local-images,keep
more works by Vittorio Dassi,https://newel.com/product/vittorio-dassi-mid-century-italian-modern-walnut-and-black-leather-upholstered-long-bench-,REG4978,product-reg4978,furniture.html,newel.com/product/vittorio-dassi-mid-century-italian-modern-walnut-and-black-leather-upholstered-long-bench-.html,60,49,1,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/reg5129,REG5129,product-reg5129,mirrors.html,newel.com/product/reg5129.html,60,46,13,complete,true,true,true,true,true,true,false,complete-local-images,keep
more works by Charles Hollis Jones,https://newel.com/product/set-of-6-charles-hollis-jones-american-contemporary-clear-and-multi-colored-lucite-dining-side-chairs,REG5385,product-reg5385,furniture.html,newel.com/product/set-of-6-charles-hollis-jones-american-contemporary-clear-and-multi-colored-lucite-dining-side-chairs.html,53,45,0,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/chinese-carved-painted-wood-dressing-table-vanity-mirror-with-gilt-highlights,GRS6302,product-grs6302,mirrors.html,newel.com/product/chinese-carved-painted-wood-dressing-table-vanity-mirror-with-gilt-highlights.html,83,44,38,complete,true,true,true,true,true,true,false,complete-local-images,keep
more works by Pietro Franceschini,https://newel.com/product/contemporary-steel-gold-arch-bench,NWL8747,product-nwl8747,furniture.html,newel.com/product/contemporary-steel-gold-arch-bench.html,49,44,5,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/American-Federal-style-mahogany-and-gold-wall-mirror-,063836,product-063836,mirrors.html,newel.com/product/American-Federal-style-mahogany-and-gold-wall-mirror-.html,47,43,5,complete,true,true,true,true,true,true,false,complete-local-images,keep
more works by Arno Declercq,https://newel.com/product/contemporary-four-legs-burned-and-waxed-iroko-wood-stool,NWL8719,product-nwl8719,furniture.html,newel.com/product/contemporary-four-legs-burned-and-waxed-iroko-wood-stool.html,49,43,6,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/french-empire-mahogany-mirror,REG5158,product-reg5158,mirrors.html,newel.com/product/french-empire-mahogany-mirror.html,42,38,2,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/african-ivory-coast-early-21st-century-carved-wooden-kafigueledio-senoufo-fetish-figure-,NWL8583,product-nwl8583,sculpture.html,newel.com/product/african-ivory-coast-early-21st-century-carved-wooden-kafigueledio-senoufo-fetish-figure-.html,71,37,35,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/american-mid-century-white-painted-wall-mirror,REG4196,product-reg4196,mirrors.html,newel.com/product/american-mid-century-white-painted-wall-mirror.html,42,37,6,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/faux-bamboo-needlepoint-stool-2,028022,product-028022,furniture.html,newel.com/product/faux-bamboo-needlepoint-stool-2.html,42,37,2,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/gio-ponti-style-italian-mid-century-gold-asymmetrical-wall-mirror-,NWL6992,product-nwl6992,mirrors.html,newel.com/product/gio-ponti-style-italian-mid-century-gold-asymmetrical-wall-mirror-.html,42,37,6,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/italian-mid-century-floral-round-murano-glass-wall-mirror-,NWL6997,product-nwl6997,mirrors.html,newel.com/product/italian-mid-century-floral-round-murano-glass-wall-mirror-.html,42,37,6,complete,true,true,true,true,true,true,false,complete-local-images,keep
more works by Fontana Arte,https://newel.com/product/italian-mid-century-fontana-arte-wall-mirror-,REG5133,product-reg5133,mirrors.html,newel.com/product/italian-mid-century-fontana-arte-wall-mirror-.html,48,37,7,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/italian-rococo-silver-gilt-wall-mirror-,063835,product-063835,mirrors.html,newel.com/product/italian-rococo-silver-gilt-wall-mirror-.html,41,37,4,complete,true,true,true,true,true,true,false,complete-local-images,keep
more works by Paolo Buffa,https://newel.com/product/paolo-buffa-italian-mid-century-brown-rectangle-wall-mirror,REG4967A,product-reg4967a,mirrors.html,newel.com/product/paolo-buffa-italian-mid-century-brown-rectangle-wall-mirror.html,48,37,8,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/REG5138,REG5138,product-reg5138,mirrors.html,newel.com/product/REG5138.html,42,37,1,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/victorian-stripped-musician-figures,037391C,product-037391c,sculpture.html,newel.com/product/victorian-stripped-musician-figures.html,42,37,4,complete,true,true,true,true,true,true,false,complete-local-images,keep
more works by Curtis Jere,https://newel.com/product/american-contemporary-curtis-jere-oxidized-brass-wall-sculpture,REG5405,product-reg5405,sculpture.html,newel.com/product/american-contemporary-curtis-jere-oxidized-brass-wall-sculpture.html,42,32,2,complete,true,true,true,true,true,true,false,complete-local-images,keep
more works by Kar,https://newel.com/product/contemporay-circular-lounge-chairs,NWL8716,product-nwl8716,furniture.html,newel.com/product/contemporay-circular-lounge-chairs.html,40,32,4,complete,true,true,true,true,true,true,false,complete-local-images,keep
more works by Curtis Jere,https://newel.com/product/curtis-jere-starburst-sculpture,REG4671,product-reg4671,sculpture.html,newel.com/product/curtis-jere-starburst-sculpture.html,42,32,2,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/louis-xvi-mahogany-cheval-mirror,PPM030,product-ppm030,mirrors.html,newel.com/product/louis-xvi-mahogany-cheval-mirror.html,36,32,1,complete,true,true,true,true,true,true,false,complete-local-images,keep
more works by Lane Furniture,https://newel.com/product/american-mid-century-cubist-mirror,REG5155,product-reg5155,mirrors.html,newel.com/product/american-mid-century-cubist-mirror.html,42,31,5,complete,true,true,true,true,true,true,false,complete-local-images,keep
more works by Lucas Tyra Morten,https://newel.com/product/contemporary-kub-chair,NWL8753,product-nwl8753,furniture.html,newel.com/product/contemporary-kub-chair.html,37,31,2,complete,true,true,true,true,true,true,false,complete-local-images,keep
more works by Daum,https://newel.com/product/french-art-deco-pate-de-verre-alligator-sculpture-daum-france,REG4250,product-reg4250,sculpture.html,newel.com/product/french-art-deco-pate-de-verre-alligator-sculpture-daum-france.html,42,31,4,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/italian-neo-classic-walnut-cheval-mirror,037757B,product-037757b,mirrors.html,newel.com/product/italian-neo-classic-walnut-cheval-mirror.html,36,31,2,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/italian-renaissance-painted-cavalier-figures,037744,product-037744,sculpture.html,newel.com/product/italian-renaissance-painted-cavalier-figures.html,36,31,4,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/mid-century-lionel-model-locomotive-train-1,050057,product-050057,sculpture.html,newel.com/product/mid-century-lionel-model-locomotive-train-1.html,36,30,2,complete,true,true,true,true,true,true,false,complete-local-images,keep
more works by Sue et Mare,https://newel.com/product/sue-et-mare-french-art-deco-giltwood-upholstered-bench,REG4007,product-reg4007,furniture.html,newel.com/product/sue-et-mare-french-art-deco-giltwood-upholstered-bench.html,94,27,67,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/egyptian-carved-sarcophagus-figure,051113,product-051113,sculpture.html,newel.com/product/egyptian-carved-sarcophagus-figure.html,30,25,6,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/louis-xvi-gilt-cheval-mirror,CON118,product-con118,mirrors.html,newel.com/product/louis-xvi-gilt-cheval-mirror.html,30,25,3,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/mid-century-box-of-lionel-model-train-parts,050060,product-050060,sculpture.html,newel.com/product/mid-century-box-of-lionel-model-train-parts.html,30,25,1,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/outdoor-iron-nubian-women-statuaries-1,042147B,product-042147b,sculpture.html,newel.com/product/outdoor-iron-nubian-women-statuaries-1.html,30,25,1,complete,true,true,true,true,true,true,false,complete-local-images,keep
more works by Kar,https://newel.com/product/contemporary-black-amorphous-playdough-fiberglass-side-chair,NWL8703,product-nwl8703,furniture.html,newel.com/product/contemporary-black-amorphous-playdough-fiberglass-side-chair.html,28,20,4,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/outdoor-iron-female-figure-statuary-1,042147C,product-042147c,sculpture.html,newel.com/product/outdoor-iron-female-figure-statuary-1.html,24,20,1,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/pair-of-burmese-carved-teak-standing-figure-1,031323,product-031323,sculpture.html,newel.com/product/pair-of-burmese-carved-teak-standing-figure-1.html,24,19,5,complete,true,true,true,true,true,true,false,complete-local-images,keep
more works by Kar,https://newel.com/product/contemporary-black-tooth-stools,NWL8750,product-nwl8750,furniture.html,newel.com/product/contemporary-black-tooth-stools.html,23,14,6,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/outdoor-country-iron-deer-statuary,056497,product-056497,sculpture.html,newel.com/product/outdoor-country-iron-deer-statuary.html,18,14,1,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/american-carousel-style-turkish-figure,037844,product-037844,sculpture.html,newel.com/product/american-carousel-style-turkish-figure.html,17,13,4,complete,true,true,true,true,true,true,false,complete-local-images,keep
more works by Sizar Alexis,https://newel.com/product/contemporary-itooraba-natural-pine-stool,NWL8752,product-nwl8752,furniture.html,newel.com/product/contemporary-itooraba-natural-pine-stool.html,19,13,6,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/italian-renaissance-religious-figures,041562A,product-041562a,sculpture.html,newel.com/product/italian-renaissance-religious-figures.html,18,13,5,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/mid-century-metal-model-airplane,MP1220B,product-mp1220b,sculpture.html,newel.com/product/mid-century-metal-model-airplane.html,17,13,1,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/seating-armchair-rustic-old-hickory-oak-052838,052838,product-052838,furniture.html,newel.com/product/seating-armchair-rustic-old-hickory-oak-052838.html,36,13,19,complete,true,true,true,true,true,true,false,complete-local-images,keep
more works by Kar,https://newel.com/product/contemporary-high-back-MDF-frame-chair,NWL8727,product-nwl8727,furniture.html,newel.com/product/contemporary-high-back-MDF-frame-chair.html,70,12,54,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/swedish-gustavian-style-burl-birch-tIlt-top-table-064625,064625,product-064625,furniture.html,newel.com/product/swedish-gustavian-style-burl-birch-tIlt-top-table-064625.html,66,12,51,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/french-contemporary-hand-sculpted-woodenn-stool,NWL8846,product-nwl8846,furniture.html,newel.com/product/french-contemporary-hand-sculpted-woodenn-stool.html,36,8,28,complete,true,true,true,true,true,true,false,complete-local-images,keep
more works by Curtis Jere,https://newel.com/product/curtis-jeré-abstract-raindrop-circles-wall-sculpture,REG4606,product-reg4606,sculpture.html,newel.com/product/curtis-jeré-abstract-raindrop-circles-wall-sculpture.html,16,6,6,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/pair-of-italian-neoclassical-style-malachite-veneered-obelisks,REG4501,product-reg4501,sculpture.html,newel.com/product/pair-of-italian-neoclassical-style-malachite-veneered-obelisks.html,10,6,1,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/american-21st-century-sculptures-daric-harvie,REG4504,product-reg4504,sculpture.html,newel.com/product/american-21st-century-sculptures-daric-harvie.html,10,5,1,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/american-mission-cheval-mirror,040081F,product-040081f,mirrors.html,newel.com/product/american-mission-cheval-mirror.html,10,5,1,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/american-modern-circular-églomisé-mirror-david-marshall,REG4528,product-reg4528,mirrors.html,newel.com/product/american-modern-circular-églomisé-mirror-david-marshall.html,10,5,10,complete,true,true,true,true,true,true,false,complete-local-images,keep
more works by Kar,https://newel.com/product/contemporary-oracle-ash-wood-bench,NWL8786,product-nwl8786,furniture.html,newel.com/product/contemporary-oracle-ash-wood-bench.html,15,5,5,complete,true,true,true,true,true,true,false,complete-local-images,keep
more works by DOOQ,https://newel.com/product/contemporary-portugese-malibu-sofa,NWL8738,product-nwl8738,furniture.html,newel.com/product/contemporary-portugese-malibu-sofa.html,11,5,7,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/enrique-garcel-abelone-mosaic-mirror,REG4492,product-reg4492,mirrors.html,newel.com/product/enrique-garcel-abelone-mosaic-mirror.html,10,5,6,complete,true,true,true,true,true,true,false,complete-local-images,keep
more works by Murano,https://newel.com/product/italian-venetian-murano-etched-wall-mirror-3,062894B,product-062894b,mirrors.html,newel.com/product/italian-venetian-murano-etched-wall-mirror-3.html,16,5,1,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/american-contemporary-custom-horse-bench,NWL9008,product-nwl9008,furniture.html,newel.com/product/american-contemporary-custom-horse-bench.html,59,2,55,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/american-mid-century-red-fabric-upholstered-auditorium-chairs,064282,product-064282,furniture.html,newel.com/product/american-mid-century-red-fabric-upholstered-auditorium-chairs.html,78,2,73,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/Art-Deco-Dining-Chairs-with-red-upholstered-seat-and-high-back,028250,product-028250,furniture.html,newel.com/product/Art-Deco-Dining-Chairs-with-red-upholstered-seat-and-high-back.html,78,2,78,complete,true,true,true,true,true,true,false,complete-local-images,keep
more works by Kar,https://newel.com/product/contemporary-coffee-curl-up-lounge-chair,NWL8769,product-nwl8769,furniture.html,newel.com/product/contemporary-coffee-curl-up-lounge-chair.html,53,2,47,complete,true,true,true,true,true,true,false,complete-local-images,keep
more works by Isac Elam Kaid,https://newel.com/product/contemporary-mono-block-cement-chairs,NWL8782,product-nwl8782,furniture.html,newel.com/product/contemporary-mono-block-cement-chairs.html,67,2,61,complete,true,true,true,true,true,true,false,complete-local-images,keep
more works by Kar,https://newel.com/product/contemporary-oracle-chair-with-lacquered-finish,NWL8765,product-nwl8765,furniture.html,newel.com/product/contemporary-oracle-chair-with-lacquered-finish.html,65,2,59,complete,true,true,true,true,true,true,false,complete-local-images,keep
more works by Kar,https://newel.com/product/contemporary-oracle-chair-with-matte-finish,NWL8764,product-nwl8764,furniture.html,newel.com/product/contemporary-oracle-chair-with-matte-finish.html,59,2,53,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/country-style-native-american-figure,057102,product-057102,sculpture.html,newel.com/product/country-style-native-american-figure.html,41,2,41,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/frank-gehry-for-knoll-hat-trick-chairs,NWL7869,product-nwl7869,furniture.html,newel.com/product/frank-gehry-for-knoll-hat-trick-chairs.html,97,2,92,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/french-art-deco-mahogany-brass-open-back-side-chair-,063799B,product-063799b,furniture.html,newel.com/product/french-art-deco-mahogany-brass-open-back-side-chair-.html,60,2,59,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/italian-rococo-green-cupid-figure,060272,product-060272,sculpture.html,newel.com/product/italian-rococo-green-cupid-figure.html,36,2,36,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/italian-rococo-style-ornate-wall-mirror,NWL6147,product-nwl6147,mirrors.html,newel.com/product/italian-rococo-style-ornate-wall-mirror.html,59,2,59,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/larrea-side-chair,REG9090A,product-reg9090a,furniture.html,newel.com/product/larrea-side-chair.html,71,2,71,complete,true,true,true,true,true,true,false,complete-local-images,keep
more works by Gio Ponti,https://newel.com/product/pair-of-mid-century-italian-modern-trianguar-orange-upholstered-benches-(manner-of-gio-ponti),REG4086,product-reg4086,furniture.html,newel.com/product/pair-of-mid-century-italian-modern-trianguar-orange-upholstered-benches-(manner-of-gio-ponti).html,120,2,116,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/seating-loveseat-settee-sofa-italian-grotto-silver-gilt-028214,028214,product-028214,furniture.html,newel.com/product/seating-loveseat-settee-sofa-italian-grotto-silver-gilt-028214.html,65,2,62,complete,true,true,true,true,true,true,false,complete-local-images,keep
"more works by Knoll,Warren Platner",https://newel.com/product/set-of-3-warren-platner-for-knoll-international-mid-century-steel-and-red-upholstery-lounge-chairs,DUF0598A,product-duf0598a,furniture.html,newel.com/product/set-of-3-warren-platner-for-knoll-international-mid-century-steel-and-red-upholstery-lounge-chairs.html,72,2,62,complete,true,true,true,true,true,true,false,complete-local-images,keep
related items,https://newel.com/product/Set-of-30-American-Modern-(c.1980's)-Pink-Metal-and-Vinyl-Indoor-Outdoor-Restaurant-Chairs,NWL7631,product-nwl7631,furniture.html,newel.com/product/Set-of-30-American-Modern-(c.1980's)-Pink-Metal-and-Vinyl-Indoor-Outdoor-Restaurant-Chairs.html,108,2,103,complete,true,true,true,true,true,true,false,complete-local-images,keep
